t1,t2,t3,t4,t5,t6,brs
80,33,82,51,95,20,459
19,57,82,4,38,94,475
84,57,76,20,50,11,440
27,73,73,98,77,56,455
84,27,58,62,44,58,395
68,72,67,39,19,80,433
59,82,88,67,60,25,436
3,78,97,77,64,80,498
0,99,99,17,85,79,549
79,27,65,87,24,90,474
51,83,53,86,35,72,415
69,94,90,10,51,58,457
92,88,88,80,16,80,517
51,55,3,4,83,33,452
34,91,6,72,40,84,470
60,19,9,28,8,85,483
94,59,62,9,46,89,453
72,28,86,78,76,3,485
7,58,82,57,75,96,466
67,67,22,82,81,51,431
82,49,88,88,72,1,484
22,84,74,52,77,9,460
94,60,26,66,63,94,456
97,48,66,29,48,94,435
34,97,41,64,74,86,450
77,17,91,91,62,95,504
17,67,38,87,86,42,446
50,92,5,85,58,92,477
42,10,26,35,77,42,423
80,91,56,88,85,32,473
55,33,52,74,78,36,394
63,54,18,57,2,50,408
82,52,98,99,80,54,471
10,75,34,62,94,98,489
64,59,71,93,75,88,456
10,32,46,41,95,72,440
62,33,39,37,90,33,412
76,89,50,74,96,14,476
69,89,97,38,86,93,501
47,82,73,89,72,52,426
59,51,14,76,17,34,424
54,99,61,63,38,59,403
87,48,84,75,54,10,446
22,71,96,23,85,41,469
45,51,52,86,77,59,385
45,43,54,70,65,11,393
0,46,86,2,68,58,467
66,96,7,18,91,73,505
70,76,73,57,94,30,445
60,15,50,84,68,12,439
37,97,71,82,19,84,482
40,70,91,88,58,42,429
80,82,50,77,43,57,408
93,93,52,54,74,82,454
63,2,70,72,28,25,453
0,99,0,95,32,40,524
87,43,96,54,78,11,465
66,87,45,65,41,34,401
83,90,74,91,84,88,516
62,71,71,57,46,98,418
75,59,28,72,73,26,429
6,55,65,71,89,86,465
48,65,92,15,45,19,432
15,75,63,53,64,5,439
70,83,65,91,32,59,441
52,10,10,2,72,91,496
79,62,78,32,79,50,421
40,88,93,84,8,5,515
54,46,52,56,26,37,356
50,78,65,75,62,99,435
68,89,67,68,0,90,487
81,59,88,50,87,54,425
14,62,66,79,66,33,430
50,84,21,15,73,59,434
7,28,71,26,1,70,481
13,34,52,68,57,51,385
5,90,99,13,4,64,534
66,61,71,89,62,4,450
94,53,42,29,9,7,462
73,52,40,30,4,99,453
51,93,91,24,58,37,436
7,3,69,37,62,14,472
81,62,54,74,79,16,439
73,20,60,71,45,45,397
98,95,50,79,79,5,501
68,52,61,80,79,62,408
94,73,62,76,50,30,430
38,73,87,2,53,28,448
95,65,61,61,25,20,441
87,68,76,88,46,52,430
94,15,62,40,57,89,451
27,88,67,74,95,73,475
64,90,18,88,4,28,495
28,10,53,12,68,54,428
8,25,73,19,53,95,472
52,82,54,90,78,90,452
56,51,12,83,76,62,421
81,77,72,69,87,83,475
34,89,90,77,58,31,453
87,19,72,78,85,73,481
78,92,2,11,50,95,506
58,51,68,65,64,72,384
44,22,76,43,96,2,463
68,82,50,76,84,43,422
99,75,73,85,81,2,516
75,73,13,88,9,63,481
61,75,92,74,7,75,475
80,26,73,60,69,47,413
72,83,82,80,24,83,481
68,34,17,27,12,8,471
30,75,70,97,95,63,475
37,25,68,58,50,78,396
87,81,96,99,93,75,537
72,4,15,25,5,58,483
85,61,93,22,63,29,455
84,30,20,53,56,66,413
93,74,14,78,94,65,495
71,58,65,29,60,65,395
0,67,59,5,48,67,443
25,19,97,42,35,72,450
28,25,77,59,76,93,456
96,90,8,39,79,87,509
62,13,78,75,4,37,464
79,33,57,47,10,83,432
62,87,60,38,73,80,429
83,59,69,53,95,82,447
72,86,25,61,74,29,443
86,69,65,62,57,69,414
22,34,58,27,57,1,433
59,98,60,19,61,50,414
87,5,47,96,92,27,499
94,62,94,52,71,99,478
83,88,75,57,55,24,439
80,50,86,47,59,36,396
73,0,73,83,51,99,484
66,97,90,99,53,95,506
47,68,67,61,32,83,404
23,93,81,51,75,37,444
60,42,90,33,84,62,425
63,70,31,37,60,56,385
55,65,91,27,44,50,394
87,68,80,68,86,62,457
95,26,76,61,81,18,473
21,98,24,42,73,94,481
56,88,40,98,24,29,452
68,67,51,85,70,65,412
12,79,72,9,72,74,480
50,62,69,68,99,78,432
14,4,92,67,32,98,510
87,73,14,36,36,5,471
66,63,64,8,67,20,436
96,0,92,42,68,86,504
57,85,73,43,52,16,412
2,63,99,60,3,74,495
89,68,94,27,1,88,515
78,94,88,71,39,98,495
55,68,72,93,23,40,429
4,91,22,22,95,56,497
63,84,94,32,54,4,463
26,71,78,72,79,48,430
85,31,96,55,38,36,434
31,93,76,0,76,82,500
21,64,24,55,68,78,424
78,84,76,35,52,94,454
83,51,75,49,56,77,398
2,81,84,62,28,58,459
67,37,52,73,92,58,410
75,40,57,42,30,67,390
29,23,81,96,51,62,442
89,74,5,82,73,78,496
62,91,41,52,55,23,400
80,3,65,56,10,62,454
46,99,82,88,70,85,483
67,15,84,50,36,61,415
56,62,98,59,18,55,417
42,86,84,36,93,3,485
56,35,17,92,73,32,440
14,41,32,65,75,83,439
11,97,78,83,45,93,499
35,87,75,61,70,50,413
21,98,80,61,83,79,485
20,87,33,99,81,87,505
99,58,66,88,98,87,502
55,58,97,87,44,96,454
70,99,64,97,88,89,513
42,92,43,65,71,35,411
57,87,51,68,69,60,398
52,4,43,68,74,5,445
50,73,33,34,42,19,397
9,13,84,89,68,96,519
69,85,62,75,79,64,440
95,7,80,67,65,53,458
43,94,52,91,14,55,439
3,63,74,67,59,70,435
65,92,33,94,14,79,487
1,10,16,95,99,53,523
95,91,86,55,68,46,454
72,39,29,68,32,78,421
90,59,99,83,63,64,464
74,29,14,92,91,15,502
51,28,53,92,52,9,415
32,28,89,48,42,47,393
9,71,34,67,69,58,426
99,12,59,80,82,66,479
71,88,85,92,55,77,474
66,69,95,64,62,29,432
88,55,59,76,56,60,400
71,58,19,1,68,98,479
89,68,81,54,67,38,426
89,91,37,48,39,30,428
50,67,27,67,14,42,404
13,96,74,48,75,81,469
73,74,54,44,31,54,384
40,10,99,51,95,78,477
91,48,53,83,60,73,417
93,52,90,75,29,13,472
67,51,97,92,41,57,428
80,0,24,49,66,70,446
3,76,91,0,50,36,481
23,87,11,36,49,72,442
63,84,36,92,55,45,417
81,16,17,48,93,51,447
74,88,66,27,18,97,484
93,80,65,66,55,24,440
65,80,77,75,90,56,449
74,57,97,78,20,76,467
66,73,88,44,75,53,416
18,81,89,26,92,31,490
50,77,64,83,90,17,452
44,99,12,91,97,77,512
19,44,66,91,86,84,468
60,73,58,21,98,56,429
46,78,53,33,34,30,390
81,57,96,32,51,80,438
81,12,99,68,62,51,454
83,84,20,26,84,74,483
92,8,28,94,74,4,523
73,78,62,26,11,79,459
89,37,88,83,53,75,456
97,84,38,23,62,30,455
86,3,31,75,12,13,504
47,71,27,78,70,86,435
97,62,55,40,79,67,425
78,63,95,18,59,88,470
66,56,5,66,92,88,468
81,91,97,84,78,68,505
89,72,51,35,15,2,463
87,26,46,10,86,86,480
47,43,50,5,7,45,404
85,66,78,53,74,74,436
64,94,59,75,47,85,435
62,53,98,81,9,50,440
77,41,53,11,56,21,416
68,45,45,67,64,40,372
83,38,64,60,53,67,394
62,75,75,67,49,75,410
82,58,57,74,60,45,391
65,69,19,60,94,34,439
16,72,18,94,79,84,499
26,66,64,65,79,83,436
2,24,93,60,81,79,491
84,16,4,41,81,35,471
55,34,1,31,84,8,467
31,58,52,49,57,30,360
34,88,11,35,71,78,460
96,70,79,9,88,92,521
69,53,17,80,99,68,457
82,14,13,34,70,66,460
65,56,50,94,95,62,428
81,27,4,79,59,51,443
79,83,53,55,70,73,419
83,66,99,61,30,72,456
56,93,54,78,32,92,446
27,46,52,56,85,5,418
90,79,84,86,23,12,508
89,81,91,64,55,54,440
90,19,53,51,36,9,433
13,94,83,15,65,75,493
3,94,73,77,91,71,508
46,53,51,10,99,82,433
30,41,47,73,98,25,430
63,83,17,64,33,93,457
72,84,65,57,63,19,427
57,52,84,58,59,7,408
71,80,75,95,71,92,490
36,96,76,63,33,2,467
69,11,26,84,33,56,442
65,85,80,9,89,50,465
80,59,78,76,26,79,451
65,89,74,63,18,56,434
64,86,77,89,50,87,459
54,10,65,95,99,28,479
53,88,22,34,72,91,452
79,84,15,88,76,70,487
58,22,67,70,56,35,398
82,52,27,39,99,50,421
82,19,18,8,69,88,497
71,92,63,87,78,35,461
59,72,95,76,9,82,480
83,65,61,25,58,42,404
73,67,44,75,28,44,402
29,55,22,50,35,35,386
4,78,89,79,7,62,501
27,22,14,91,68,84,483
64,50,40,92,21,65,414
33,19,16,93,56,65,449
13,27,95,31,12,96,510
98,38,74,96,82,61,478
39,58,89,63,88,36,427
93,60,33,73,4,12,480
60,88,53,39,99,86,452
58,95,30,95,76,78,477
94,87,30,76,69,76,477
86,82,74,23,88,81,493
94,11,0,98,38,78,524
16,71,13,58,99,69,472
55,86,98,65,16,65,458
87,80,1,83,74,85,513
95,74,62,88,70,88,483
86,57,9,49,81,33,436
0,77,35,99,93,26,511
92,44,16,9,32,23,469
74,65,97,59,51,30,421
79,97,12,65,0,76,509
25,16,83,13,10,64,485
55,55,24,25,10,57,411
47,64,62,93,82,65,424
10,0,11,99,75,69,525
99,14,92,35,24,37,483
62,74,73,54,55,98,422
62,15,17,79,70,86,469
71,10,83,44,74,25,452
77,73,85,90,20,75,485
10,50,93,11,28,91,488
60,97,79,59,78,84,463
90,89,89,26,71,78,496
68,67,65,98,52,71,427
4,87,88,98,65,98,537
12,11,3,13,97,94,554
70,96,7,19,85,86,515
68,79,0,92,8,57,492
90,99,37,58,58,89,462
65,71,42,5,50,14,428
98,85,79,21,24,37,483
22,35,86,58,61,65,417
57,83,12,81,60,22,451
48,65,60,88,81,82,433
74,46,81,23,85,72,447
90,93,89,80,27,95,525
84,46,64,21,79,47,416
30,65,72,31,40,92,431
83,45,76,92,1,3,505
90,95,18,82,59,17,495
72,15,78,35,17,76,462
83,73,16,88,18,85,499
5,10,61,59,84,97,490
36,97,87,56,63,84,456
81,18,41,54,86,78,444
62,79,89,52,62,37,412
77,23,0,57,99,1,512
43,86,11,85,76,60,457
79,64,65,24,62,96,447
25,73,52,2,38,67,430
23,86,85,55,59,18,448
53,98,71,81,62,42,428
93,92,91,20,64,98,523
14,61,32,58,40,49,386
78,14,59,72,87,16,470
77,91,94,71,55,57,451
1,19,17,93,99,47,510
9,88,25,42,39,49,425
19,44,32,58,29,93,429
1,46,91,84,44,58,445
30,43,51,67,73,80,402
63,94,77,73,27,52,437
95,16,25,25,5,58,484
90,81,88,19,88,11,521
72,80,88,71,24,8,483
65,49,94,96,56,99,466
65,41,80,67,63,51,390
78,97,94,60,88,55,478
19,97,29,71,40,69,452
76,66,55,32,93,81,444
2,96,55,52,88,41,452
33,26,75,83,70,42,430
99,26,74,47,55,65,424
71,67,88,64,87,2,480
56,16,77,63,58,76,419
95,71,37,92,99,44,480
85,48,47,30,22,60,400
54,96,89,85,81,96,507
50,85,31,69,86,38,425
51,74,56,91,48,4,424
39,78,63,91,45,77,429
77,52,65,56,40,0,414
73,23,34,42,84,61,422
77,95,69,70,63,52,432
87,55,74,94,95,78,489
12,71,7,72,32,60,455
26,77,6,69,61,66,445
65,65,55,71,49,85,397
30,63,98,41,97,76,467
79,61,68,54,82,74,424
73,48,88,55,73,54,400
35,98,87,41,59,32,439
98,14,24,34,54,50,433
62,93,95,88,84,71,499
53,93,72,65,28,91,451
89,92,59,69,99,92,506
64,97,17,34,16,69,466
87,2,73,21,35,42,462
38,87,56,20,62,5,445
35,97,51,73,60,61,412
71,78,99,33,79,65,464
56,54,53,98,79,67,413
30,66,72,56,67,8,427
61,75,71,53,93,2,456
38,64,56,91,80,92,450
25,75,68,38,6,30,446
78,67,96,66,51,99,463
43,37,50,17,66,68,390
84,73,51,56,79,42,406
54,59,49,85,83,65,402
87,90,99,45,17,28,489
56,48,3,10,84,39,442
99,84,59,55,84,69,456
24,93,96,65,51,52,438
47,91,48,82,70,92,444
52,82,57,69,13,33,418
20,69,58,78,70,21,438
7,96,41,55,64,55,426
28,97,89,71,71,30,474
45,60,55,4,56,91,417
60,29,56,51,66,87,396
69,65,58,25,82,86,440
37,79,92,43,93,99,487
59,39,80,16,85,63,436
62,74,40,12,13,61,435
71,32,23,81,23,95,472
80,85,61,62,79,60,433
87,65,98,82,6,91,522
78,76,17,97,54,52,445
57,0,58,61,59,68,408
56,68,74,91,48,69,415
80,21,42,42,82,32,427
96,3,7,48,90,63,494
63,65,97,79,62,96,468
65,85,10,89,51,75,460
89,75,66,5,55,43,441
50,25,64,36,77,80,414
25,47,97,71,92,98,490
15,41,72,74,99,50,443
74,75,62,71,52,17,422
54,16,50,69,51,93,406
14,46,97,0,72,41,470
64,10,93,12,96,79,514
55,51,78,95,72,83,440
15,80,19,81,50,1,479
97,76,88,93,68,60,488
69,17,90,1,70,12,502
14,72,60,37,79,38,425
10,54,98,17,94,65,488
69,30,64,98,59,99,464
74,88,93,45,84,80,479
46,80,75,58,59,76,407
54,2,1,89,26,63,480
92,93,95,2,64,96,543
88,24,30,36,93,31,462
61,59,4,65,84,91,461
93,81,89,18,97,76,523
13,2,71,74,37,41,454
16,97,94,60,61,35,465
98,83,62,79,61,35,453
51,92,27,94,17,24,472
52,58,94,36,85,3,454
79,61,25,54,24,88,437
95,96,96,76,82,58,509
60,81,88,38,71,78,445
19,74,59,57,64,99,439
40,33,64,66,20,73,413
78,55,64,60,77,45,394
1,13,58,34,63,65,441
82,51,74,37,4,57,427
19,34,97,56,52,95,451
97,59,90,55,63,88,458
75,81,93,12,67,65,474
65,97,16,92,46,44,451
10,32,7,50,81,5,479
74,17,99,99,85,80,525
61,65,79,70,24,97,453
25,55,3,86,64,37,443
92,36,33,83,20,94,483
59,35,58,78,88,67,420
24,86,96,93,68,91,515
42,21,77,52,0,82,451
94,5,66,33,54,79,459
44,6,94,55,6,60,456
83,98,83,82,91,1,541
30,83,70,82,50,74,434
78,68,66,45,62,74,408
47,77,31,57,28,89,420
91,66,91,55,86,87,482
74,95,93,66,79,28,484
53,65,27,29,83,89,438
38,16,75,86,58,85,454
94,51,65,92,34,75,448
90,52,76,22,65,12,453
90,74,77,23,61,87,471
47,23,18,24,88,53,431
85,64,90,67,55,0,466
83,54,78,79,74,69,443
8,52,70,79,93,70,461
48,25,53,79,17,80,425
28,86,33,58,26,80,440
91,61,55,82,50,93,438
85,99,92,78,80,76,516
8,29,54,58,28,96,446
64,49,80,39,86,7,438
5,54,28,16,83,62,453
65,76,34,3,60,59,427
87,26,94,54,8,57,462
27,30,78,68,95,69,457
91,15,85,85,98,68,517
94,18,15,88,90,75,518
80,75,95,40,90,13,491
15,75,29,76,75,19,466
52,82,72,84,58,31,422
97,57,67,73,20,35,443
88,58,93,48,96,71,463
32,78,59,86,51,83,430
90,84,94,60,9,75,499
31,15,75,90,72,27,467
27,51,9,89,90,64,462
96,64,91,11,41,61,464
97,27,74,58,21,33,451
25,67,7,68,43,50,413
58,96,36,80,69,61,433
20,12,12,34,7,32,483
62,61,17,98,80,29,459
75,52,25,6,58,26,431
78,62,66,18,46,32,413
95,91,66,87,10,56,490
73,46,0,57,74,81,443
94,29,76,38,48,59,417
85,86,98,17,85,84,526
65,21,59,86,93,85,472
23,66,33,50,92,74,430
97,86,76,9,57,78,490
67,12,59,80,80,77,456
75,82,59,67,73,50,412
61,5,71,63,90,54,439
44,50,5,60,81,70,416
92,51,66,63,24,31,421
91,87,59,69,2,95,504
90,75,57,94,94,71,487
6,6,52,98,37,89,493
57,90,64,43,53,99,425
75,72,57,56,27,93,431
51,94,30,41,10,30,436
2,7,76,55,61,79,466
12,9,68,26,79,78,481
78,31,58,36,91,96,460
58,72,72,68,24,72,423
80,16,82,78,63,89,481
54,68,61,53,54,87,383
79,11,57,56,66,94,446
17,61,34,68,89,98,469
78,71,93,37,17,81,473
68,65,79,88,89,96,491
58,67,87,29,76,94,458
57,33,76,56,70,9,421
20,65,66,2,98,76,487
33,62,33,57,72,30,398
97,6,3,30,99,24,535
27,27,51,32,97,91,456
70,13,52,66,18,52,413
61,75,90,50,50,56,388
88,51,94,7,59,4,485
54,92,90,3,91,30,498
10,69,76,40,1,52,449
82,69,45,53,53,24,392
92,64,79,31,82,42,448
74,57,53,87,88,1,463
58,79,57,67,89,80,436
29,84,45,57,3,36,430
60,34,62,84,89,1,464
79,40,70,72,39,33,412
35,2,92,52,18,66,458
67,66,70,46,96,98,456
79,64,89,96,91,48,476
78,25,75,71,53,87,444
89,16,76,44,73,55,437
8,31,11,16,57,64,457
83,48,10,81,82,97,489
42,53,65,94,91,99,465
19,93,7,83,68,17,504
39,68,28,61,65,46,384
89,77,15,32,26,11,484
82,33,57,1,51,46,413
64,35,65,67,85,77,428
63,70,93,87,76,44,450
81,93,70,83,80,94,507
87,26,83,51,29,73,443
59,54,80,85,76,63,423
85,61,82,55,91,58,438
72,73,92,74,82,52,451
51,98,18,50,65,21,429
96,86,50,51,65,62,416
84,77,67,66,67,14,452
50,67,8,1,77,69,458
82,67,96,81,81,78,491
19,52,85,11,88,37,461
53,35,85,92,11,74,462
7,54,76,51,35,5,437
67,28,98,7,5,69,497
87,41,58,60,94,62,425
57,71,60,92,85,80,451
58,51,57,61,62,31,363
58,70,70,44,51,46,363
69,75,0,63,96,53,461
51,61,51,4,52,63,379
99,8,83,69,81,91,520
33,38,88,83,26,96,473
13,60,48,59,10,27,423
77,71,40,96,83,47,444
56,65,12,95,56,75,440
30,42,34,65,87,94,443
28,78,3,94,86,92,523
95,87,21,65,93,5,518
39,22,10,86,71,99,488
59,61,61,61,43,17,386
25,49,69,61,66,76,402
73,96,16,65,81,65,469
56,87,54,85,4,77,460
51,51,40,54,92,4,408
55,72,60,87,20,80,439
82,77,5,64,91,67,481
88,0,86,18,95,77,532
56,8,64,63,99,59,438
70,93,53,91,35,55,432
17,99,85,86,55,73,486
72,70,61,67,87,17,445
76,66,84,68,36,26,436
72,89,64,1,63,90,482
54,83,89,89,50,75,446
76,96,58,96,18,81,494
87,93,80,89,77,54,486
9,74,83,75,33,35,458
98,90,53,56,37,66,431
93,63,38,88,94,28,476
88,93,92,51,18,93,504
40,60,74,56,3,69,420
51,89,67,0,17,79,473
76,66,50,70,96,87,451
9,56,85,73,31,63,441
48,0,56,28,75,57,415
56,92,93,78,78,8,494
35,17,13,4,90,85,508
53,48,66,98,63,98,435
91,81,39,19,55,64,437
88,64,98,6,14,83,517
93,53,64,2,95,35,472
52,54,67,92,18,29,422
60,39,89,59,72,91,437
37,51,69,98,53,73,412
30,12,71,45,50,16,420
72,71,38,3,17,16,471
4,82,33,84,14,8,509
76,98,71,71,19,65,467
1,25,60,65,80,51,434
52,11,90,38,98,62,457
53,70,51,39,72,72,384
71,96,51,66,63,54,407
3,50,37,62,53,55,384
90,93,20,47,56,4,471
26,67,38,50,98,82,437
98,54,90,72,88,70,478
53,89,91,86,60,84,469
97,61,31,59,80,89,460
91,50,59,57,59,58,380
7,33,73,38,83,92,473
74,88,67,75,66,58,434
42,9,67,9,35,56,430
99,34,1,95,43,62,481
76,95,3,4,79,21,525
28,88,42,67,5,63,446
87,59,83,19,64,37,441
64,76,62,89,98,77,472
49,66,40,58,39,39,359
68,37,60,78,53,86,413
98,15,40,47,99,84,482
5,22,8,74,73,94,509
41,63,66,56,57,78,384
98,97,89,57,94,69,510
73,31,89,83,81,22,477
34,72,99,31,84,84,478
36,85,53,43,85,17,430
7,57,54,0,67,48,426
76,63,80,87,53,40,424
98,41,85,38,4,80,483
66,95,82,55,9,69,463
98,92,24,78,34,63,477
10,15,67,45,91,85,476
94,74,73,99,69,97,512
0,62,29,52,58,77,424
37,69,61,96,13,7,472
79,54,35,78,70,78,429
98,20,56,5,69,93,495
76,89,89,55,72,48,438
66,86,72,67,0,99,495
47,32,2,20,7,59,452
74,2,35,45,11,20,462
37,64,23,79,83,4,465
2,64,73,8,19,90,501
3,32,67,88,73,71,468
85,89,63,97,56,63,459
93,62,93,66,50,39,430
19,91,38,1,40,65,460
28,29,95,73,57,93,465
44,11,30,54,5,71,437
91,40,79,95,89,55,474
59,74,15,99,68,35,454
7,65,33,19,55,88,452
3,27,66,76,93,88,497
65,64,52,78,9,68,423
90,48,69,54,58,69,397
92,31,92,66,36,81,468
59,93,42,35,86,71,436
70,65,76,33,84,80,447
98,70,89,79,60,12,489
10,42,53,92,52,81,430
91,62,56,39,34,20,419
40,40,14,49,90,76,425
58,21,3,52,74,94,458
79,40,61,64,76,67,412
79,66,95,51,58,63,418
85,55,50,57,93,77,423
55,89,8,81,33,11,476
20,75,93,57,29,78,458
70,58,60,2,58,22,426
50,77,6,93,84,75,478
9,69,85,82,58,54,444
97,48,0,83,58,73,467
90,78,51,82,0,50,456
98,67,29,17,63,84,470
25,47,56,56,86,34,395
99,96,48,24,88,8,506
89,63,84,68,24,98,483
33,85,98,57,94,35,470
72,77,31,1,72,86,479
49,94,69,25,24,81,449
72,22,67,85,72,52,431
57,92,86,85,70,51,447
61,14,90,80,6,97,512
22,63,66,18,6,39,446
58,46,84,62,58,39,381
52,89,52,81,32,9,437
49,80,65,68,54,36,386
69,46,98,57,83,48,417
57,66,79,12,66,55,416
16,67,91,72,89,56,464
56,18,86,65,72,14,451
55,73,2,45,50,73,408
51,53,61,61,4,84,411
51,84,68,82,93,60,444
55,59,97,37,70,34,414
41,44,22,79,97,56,428
87,64,84,41,21,81,458
0,14,6,71,10,74,517
83,62,70,78,75,98,472
56,53,81,15,98,33,444
73,80,96,72,22,58,462
91,81,91,84,87,99,539
96,70,89,12,83,95,526
75,13,56,84,88,38,456
97,72,41,90,22,91,491
63,97,79,94,3,64,499
84,72,49,25,46,27,411
65,55,91,35,3,74,451
79,12,75,70,58,68,443
50,42,58,64,60,97,392
28,21,67,50,76,36,411
72,14,17,80,79,68,472
38,73,26,16,13,53,435
45,62,34,10,98,11,462
50,55,40,56,88,71,385
70,86,0,42,53,36,434
88,4,60,11,88,52,477
71,25,26,52,99,88,463
14,90,80,5,0,37,516
15,17,71,95,99,77,514
52,66,11,50,50,91,403
99,49,47,40,6,47,411
42,80,17,96,55,0,475
75,86,27,93,65,77,474
79,83,84,63,48,36,429
36,73,96,94,84,90,506
95,90,3,94,53,5,528
71,61,87,56,56,2,434
77,27,99,91,29,96,511
58,93,84,50,58,4,444
1,73,77,82,54,11,478
48,60,64,80,72,55,388
58,65,6,65,85,60,432
44,45,96,32,0,40,436
56,65,62,32,85,47,393
66,55,85,84,53,83,432
26,96,79,36,90,75,482
55,56,35,78,2,58,414
93,35,29,56,92,95,476
52,4,56,30,83,85,446
61,70,16,55,71,56,402
13,87,17,56,39,57,434
84,52,75,78,73,83,451
73,89,51,89,70,73,451
28,60,69,85,52,52,395
92,99,18,48,62,60,451
57,12,70,92,77,1,487
94,71,58,68,87,26,457
56,48,76,68,97,97,451
52,23,76,62,15,77,433
79,89,85,71,37,54,446
0,11,28,37,4,42,478
14,60,77,36,85,30,445
68,66,99,64,92,34,460
70,65,16,85,0,76,484
56,38,51,95,63,57,389
52,65,9,79,85,54,431
75,0,12,68,58,43,449
69,86,60,96,50,18,448
71,54,69,82,66,97,445
68,69,81,40,74,74,431
80,83,84,84,2,85,519
49,65,50,81,85,40,396
95,57,56,1,5,56,462
81,99,83,1,54,76,497
4,65,75,29,35,28,446
51,63,66,35,74,91,415
68,21,78,84,50,99,463
88,87,73,5,88,96,532
56,69,55,56,79,32,388
96,53,24,69,88,77,464
55,93,61,77,70,72,434
10,83,68,30,71,64,450
92,76,20,34,70,75,463
6,57,58,5,50,23,434
5,65,99,75,18,15,504
34,2,87,7,52,96,495
98,50,43,82,93,73,458
72,34,88,74,33,72,443
6,26,81,82,10,54,478
13,46,82,98,17,81,488
23,95,9,82,82,27,503
82,53,59,52,18,73,406
93,97,25,27,59,99,500
20,90,25,49,67,82,448
90,88,25,66,67,67,458
73,1,62,91,74,53,457
86,58,73,67,91,83,464
17,64,19,97,68,64,461
60,62,60,97,85,48,421
73,62,30,90,14,6,478
87,85,28,26,97,72,491
94,83,69,50,70,77,449
25,83,12,99,53,39,462
70,65,54,94,95,35,448
91,9,60,57,87,99,490
12,59,57,57,75,76,417
54,60,52,90,0,91,452
81,49,11,88,18,61,455
74,63,78,56,62,81,420
46,89,48,66,90,73,428
88,68,81,81,64,44,443
51,88,33,86,82,49,429
96,51,84,64,83,61,445
59,95,20,28,75,70,455
51,98,68,23,78,80,457
58,96,47,97,26,67,449
66,67,82,68,26,83,445
87,3,94,71,84,69,507
91,20,85,96,97,90,544
60,93,66,68,92,86,471
26,5,59,92,94,70,488
82,76,70,14,41,73,450
92,62,82,56,85,84,467
93,25,81,53,69,83,459
76,86,49,92,72,28,453
57,91,59,62,83,81,439
51,79,84,94,93,63,470
11,21,86,92,71,7,513
55,34,98,61,45,20,418
64,17,60,76,51,76,415
50,20,7,87,82,61,457
33,79,93,17,8,70,487
40,65,69,93,69,55,416
83,59,77,59,64,75,423
51,65,94,79,93,2,485
62,97,93,30,78,89,494
71,59,74,79,49,34,404
57,58,1,64,74,64,421
80,78,58,46,65,98,438
62,62,81,13,96,46,446
89,42,60,36,63,58,396
81,80,71,38,59,85,443
13,95,62,74,97,6,513
50,68,97,70,58,74,423
91,59,88,51,90,8,476
60,60,87,78,61,47,404
99,35,72,76,87,74,478
56,5,18,20,99,59,474
21,69,75,39,42,25,419
74,63,64,79,87,86,459
39,79,76,93,75,74,463
93,51,80,65,72,25,441
65,98,88,94,80,32,498
55,76,97,13,1,83,501
45,42,45,68,66,61,366
95,66,43,50,94,87,454
53,92,28,38,54,31,405
64,50,46,52,77,92,394
92,71,40,64,17,13,460
61,63,91,50,73,95,439
63,57,95,89,70,25,454
54,30,61,82,66,96,434
5,43,22,68,65,80,446
78,73,69,56,76,18,439
70,61,51,71,12,99,445
38,6,15,52,69,43,421
97,95,32,89,73,97,524
58,99,90,46,99,26,478
29,84,42,59,80,33,422
4,51,90,94,54,96,486
85,76,20,93,78,70,487
57,59,74,60,92,27,420
91,0,52,74,79,20,480
50,57,50,67,66,8,387
29,0,92,43,86,12,496
50,63,39,99,57,70,405
32,89,16,62,42,36,427
74,55,67,73,34,36,403
77,67,78,81,51,91,451
71,5,54,91,94,72,482
86,51,58,29,94,92,457
3,39,97,89,51,69,468
52,4,58,18,98,92,482
77,60,80,94,57,72,446
61,63,1,38,24,65,429
65,98,93,51,57,60,430
51,52,88,84,64,43,401
57,39,63,58,64,51,359
98,93,53,93,86,29,499
67,20,92,78,89,16,494
41,15,51,65,58,89,411
54,75,57,92,66,44,405
74,32,82,77,5,87,487
21,39,37,72,89,85,452
96,49,14,95,60,52,444
70,9,52,51,83,89,441
68,72,77,51,59,41,391
13,68,48,99,49,94,454
68,57,6,96,40,38,440
75,96,23,90,61,22,481
73,27,97,71,52,24,446
74,67,53,61,69,99,429
48,75,54,87,90,94,457
68,78,46,63,60,67,395
80,69,29,1,98,36,484
6,86,89,58,8,75,498
44,52,87,81,68,60,409
94,70,37,71,24,29,448
36,24,3,60,58,69,427
55,63,34,84,73,95,441
95,90,65,85,50,6,484
96,29,50,22,22,53,429
58,54,67,86,55,78,404
43,68,83,57,81,56,407
53,43,54,98,51,37,380
72,15,52,80,44,75,424
29,96,34,91,25,48,453
10,77,77,81,75,90,495
77,93,88,84,91,63,502
70,89,78,0,88,0,529
19,84,72,80,96,80,498
85,39,40,61,91,69,431
97,85,60,34,98,96,507
12,52,57,65,93,88,448
21,77,73,55,58,77,424
93,36,67,48,21,48,409
74,70,13,73,58,41,425
28,80,25,3,8,79,497
78,0,25,68,5,55,474
72,84,21,47,11,42,437
56,46,12,62,68,18,413
83,96,65,40,87,57,453
85,6,40,19,96,69,488
64,70,5,79,62,56,431
78,93,69,91,17,44,474
80,72,57,92,10,62,458
